item_id,brand_id,code,floss_name,rgb,order,color_id,inv_qty,wish_qty
20139323,27219674,943,NULL,"{""b"": 98, ""g"": 122, ""r"": 66}",198,NULL,0,0
20219058,27219674,800,NULL,"{""b"": 206, ""g"": 181, ""r"": 159}",127,NULL,0,0
20226205,32095163,833,NULL,"{""b"": 172, ""g"": 171, ""r"": 239}",89,NULL,0,0
20257973,89495731,623,NULL,"{""b"": 174, ""g"": 97, ""r"": 111}",332,NULL,0,0
20280997,32095163,554,NULL,"{""b"": 161, ""g"": 124, ""r"": 140}",386,NULL,0,0
20311237,32095163,2111,NULL,"{""b"": 191, ""g"": 180, ""r"": 242}",6,NULL,0,0
20330222,32095163,832,NULL,"{""b"": 194, ""g"": 201, ""r"": 240}",88,NULL,0,0
20362606,89495731,2070,NULL,"{""b"": 59, ""g"": 149, ""r"": 116}",188,NULL,0,0
20447372,32095163,655,NULL,"{""b"": 53, ""g"": 54, ""r"": 140}",73,NULL,0,0
20466731,89495731,2015,NULL,"{""b"": 11, ""g"": 47, ""r"": 31}",174,NULL,0,0
20489253,32095163,2004,NULL,"{""b"": 51, ""g"": 208, ""r"": 228}",167,NULL,0,0
20566705,27219674,948,NULL,"{""b"": 189, ""g"": 195, ""r"": 212}",388,NULL,0,0
20590091,27219674,436,NULL,"{""b"": 100, ""g"": 161, ""r"": 199}",421,NULL,0,0
20615557,27219674,718,NULL,"{""b"": 80, ""g"": 51, ""r"": 131}",69,NULL,0,0
20666389,27219674,3772,NULL,"{""b"": 37, ""g"": 54, ""r"": 106}",408,NULL,0,0
20711493,89495731,502,NULL,"{""b"": 49, ""g"": 198, ""r"": 238}",279,NULL,0,0
20861633,89495731,542,NULL,"{""b"": 63, ""g"": 241, ""r"": 252}",298,NULL,0,0
20931157,89495731,1085,NULL,"{""b"": 51, ""g"": 29, ""r"": 184}",85,NULL,0,0
20976645,89495731,2020,NULL,"{""b"": 32, ""g"": 174, ""r"": 139}",176,NULL,0,0
21049465,27219674,792,NULL,"{""b"": 111, ""g"": 70, ""r"": 62}",121,NULL,0,0
21142544,27219674,BLANC,NULL,"{""b"": 198, ""g"": 206, ""r"": 205}",467,NULL,0,0
21150314,89495731,546,NULL,"{""b"": 14, ""g"": 215, ""r"": 251}",301,NULL,0,0
21210194,27219674,779,NULL,"{""b"": 59, ""g"": 63, ""r"": 77}",415,NULL,0,0
21236624,32095163,329,NULL,"{""b"": 49, ""g"": 89, ""r"": 7}",253,NULL,0,0
21341080,32095163,174,NULL,"{""b"": 156, ""g"": 96, ""r"": 114}",380,NULL,0,0
21362290,27219674,988,NULL,"{""b"": 79, ""g"": 121, ""r"": 94}",236,NULL,0,0
21473047,89495731,229,NULL,"{""b"": 66, ""g"": 167, ""r"": 112}",128,NULL,0,0
21502187,27219674,3842,NULL,"{""b"": 116, ""g"": 83, ""r"": 68}",173,NULL,0,0
21517059,89495731,2051,NULL,"{""b"": 94, ""g"": 141, ""r"": 119}",185,NULL,0,0
21677817,32095163,820,NULL,"{""b"": 122, ""g"": 222, ""r"": 227}",195,NULL,0,0
21707598,32095163,105,NULL,"{""b"": 142, ""g"": 134, ""r"": 221}",79,NULL,0,0
21716006,27219674,311,NULL,"{""b"": 71, ""g"": 63, ""r"": 52}",174,NULL,0,0
21777515,27219674,543,NULL,"{""b"": 192, ""g"": 198, ""r"": 200}",429,NULL,0,0
21910223,89495731,335,NULL,"{""b"": 45, ""g"": 9, ""r"": 3}",211,NULL,0,0
21921051,27219674,721,NULL,"{""b"": 31, ""g"": 67, ""r"": 174}",366,NULL,0,0
21941658,89495731,796,NULL,"{""b"": 19, ""g"": 37, ""r"": 78}",401,NULL,0,0
22048434,32095163,2007,NULL,"{""b"": 72, ""g"": 224, ""r"": 229}",170,NULL,0,0
22093686,32095163,897,NULL,"{""b"": 181, ""g"": 189, ""r"": 102}",292,NULL,0,0
22143296,32095163,701,NULL,"{""b"": 66, ""g"": 197, ""r"": 236}",174,NULL,0,0
22159226,32095163,2835,NULL,"{""b"": 95, ""g"": 72, ""r"": 210}",91,NULL,0,0
22230711,27219674,501,NULL,"{""b"": 62, ""g"": 91, ""r"": 69}",217,NULL,0,0
22267521,32095163,845,NULL,"{""b"": 90, ""g"": 127, ""r"": 17}",289,NULL,0,0
22329114,27219674,3348,NULL,"{""b"": 126, ""g"": 174, ""r"": 170}",240,NULL,0,0
22390343,89495731,393,NULL,"{""b"": 107, ""g"": 54, ""r"": 11}",246,NULL,0,0
22452663,32095163,130,NULL,"{""b"": 39, ""g"": 46, ""r"": 119}",435,NULL,0,0
22475109,27219674,369,NULL,"{""b"": 154, ""g"": 189, ""r"": 165}",228,NULL,0,0
22544774,27219674,1,NULL,"{""b"": 186, ""g"": 177, ""r"": 173}",472,NULL,0,0
22553111,27219674,340,NULL,"{""b"": 162, ""g"": 122, ""r"": 119}",110,NULL,0,0
22582032,32095163,838,NULL,"{""b"": 57, ""g"": 34, ""r"": 202}",94,NULL,0,0
22793906,32095163,2154,NULL,"{""b"": 83, ""g"": 87, ""r"": 76}",483,NULL,0,0
22797429,32095163,633,NULL,"{""b"": 40, ""g"": 125, ""r"": 97}",226,NULL,0,0
22845715,32095163,4905,NULL,"{""b"": 59, ""g"": 106, ""r"": 8}",262,NULL,0,0
22849548,27219674,152,NULL,"{""b"": 101, ""g"": 95, ""r"": 150}",383,NULL,0,0
22856179,89495731,723,NULL,"{""b"": 21, ""g"": 79, ""r"": 115}",364,NULL,0,0
23151386,32095163,983,NULL,"{""b"": 93, ""g"": 91, ""r"": 21}",308,NULL,0,0
23309342,27219674,7,NULL,"{""b"": 106, ""g"": 116, ""r"": 123}",450,NULL,0,0
23622427,27219674,3608,NULL,"{""b"": 161, ""g"": 137, ""r"": 197}",67,NULL,0,0
23802762,27219674,815,NULL,"{""b"": 36, ""g"": 31, ""r"": 106}",23,NULL,0,0
23860728,89495731,353,NULL,"{""b"": 167, ""g"": 125, ""r"": 90}",218,NULL,0,0
23930215,32095163,2341,NULL,"{""b"": 99, ""g"": 146, ""r"": 228}",99,NULL,0,0
24099134,27219674,905,NULL,"{""b"": 26, ""g"": 72, ""r"": 41}",256,NULL,0,0
24114494,27219674,918,NULL,"{""b"": 15, ""g"": 25, ""r"": 80}",373,NULL,0,0
24271797,89495731,2021,NULL,"{""b"": 28, ""g"": 154, ""r"": 102}",177,NULL,0,0
24336160,27219674,734,NULL,"{""b"": 67, ""g"": 147, ""r"": 154}",284,NULL,0,0
24398072,27219674,3721,NULL,"{""b"": 19, ""g"": 24, ""r"": 95}",386,NULL,0,0
24470967,27219674,605,NULL,"{""b"": 185, ""g"": 173, ""r"": 232}",57,NULL,0,0
24518672,27219674,801,NULL,"{""b"": 40, ""g"": 62, ""r"": 87}",425,NULL,0,0
24546834,89495731,551,NULL,"{""b"": 153, ""g"": 238, ""r"": 254}",302,NULL,0,0
24580740,27219674,3808,NULL,"{""b"": 85, ""g"": 81, ""r"": 64}",184,NULL,0,0
24618811,27219674,3,NULL,"{""b"": 146, ""g"": 134, ""r"": 129}",474,NULL,0,0
24621494,32095163,662,NULL,"{""b"": 190, ""g"": 160, ""r"": 141}",367,NULL,0,0
24691193,32095163,2005,NULL,"{""b"": 47, ""g"": 201, ""r"": 220}",168,NULL,0,0
24747466,27219674,3350,NULL,"{""b"": 72, ""g"": 65, ""r"": 148}",49,NULL,0,0
24890810,27219674,165,NULL,"{""b"": 133, ""g"": 181, ""r"": 178}",272,NULL,0,0
24927080,89495731,129,NULL,"{""b"": 67, ""g"": 25, ""r"": 153}",20,NULL,0,0
24942749,32095163,2021,NULL,"{""b"": 214, ""g"": 205, ""r"": 155}",348,NULL,0,0
25070613,32095163,506,NULL,"{""b"": 75, ""g"": 26, ""r"": 184}",32,NULL,0,0
25083308,27219674,917,NULL,"{""b"": 76, ""g"": 49, ""r"": 122}",70,NULL,0,0
25150402,27219674,208,NULL,"{""b"": 128, ""g"": 81, ""r"": 106}",92,NULL,0,0
25192399,89495731,1084,NULL,"{""b"": 77, ""g"": 62, ""r"": 211}",84,NULL,0,0
25218030,32095163,2323,NULL,"{""b"": 100, ""g"": 206, ""r"": 189}",247,NULL,0,0
25318812,27219674,832,NULL,"{""b"": 46, ""g"": 124, ""r"": 149}",298,NULL,0,0
25347161,89495731,1026,NULL,"{""b"": 71, ""g"": 64, ""r"": 182}",63,NULL,0,0
25455564,89495731,383,NULL,"{""b"": 226, ""g"": 226, ""r"": 202}",238,NULL,0,0
25631631,32095163,2014,NULL,"{""b"": 39, ""g"": 79, ""r"": 54}",245,NULL,0,0
25633346,89495731,488,NULL,"{""b"": 38, ""g"": 33, ""r"": 32}",277,NULL,0,0
25676843,32095163,2020,NULL,"{""b"": 64, ""g"": 51, ""r"": 13}",325,NULL,0,0
25822961,32095163,2924,NULL,"{""b"": 48, ""g"": 82, ""r"": 76}",217,NULL,0,0
25823184,32095163,2402,NULL,"{""b"": 75, ""g"": 134, ""r"": 227}",131,NULL,0,0
25870421,32095163,476,NULL,"{""b"": 70, ""g"": 70, ""r"": 70}",490,NULL,0,0
25902115,27219674,327,NULL,"{""b"": 81, ""g"": 61, ""r"": 83}",94,NULL,0,0
25964207,27219674,3716,NULL,"{""b"": 164, ""g"": 158, ""r"": 226}",36,NULL,0,0
26180580,32095163,225,NULL,"{""b"": 65, ""g"": 39, ""r"": 99}",49,NULL,0,0
26196188,32095163,345,NULL,"{""b"": 48, ""g"": 27, ""r"": 183}",104,NULL,0,0
26197252,32095163,143,NULL,"{""b"": 72, ""g"": 187, ""r"": 244}",151,NULL,0,0
26311554,89495731,700,NULL,"{""b"": 29, ""g"": 33, ""r"": 212}",356,NULL,0,0
26334371,32095163,203,NULL,"{""b"": 153, ""g"": 126, ""r"": 243}",14,NULL,0,0
26344205,27219674,666,NULL,"{""b"": 42, ""g"": 40, ""r"": 160}",19,NULL,0,0
26383120,27219674,906,NULL,"{""b"": 27, ""g"": 89, ""r"": 51}",255,NULL,0,0
26434750,32095163,206,NULL,"{""b"": 72, ""g"": 38, ""r"": 209}",92,NULL,0,0
26520216,89495731,171,NULL,"{""b"": 55, ""g"": 104, ""r"": 253}",44,NULL,0,0
26583317,89495731,244,NULL,"{""b"": 96, ""g"": 148, ""r"": 101}",137,NULL,0,0
26586815,32095163,103A,NULL,"{""b"": 187, ""g"": 194, ""r"": 233}",77,NULL,0,0
26640309,27219674,3857,NULL,"{""b"": 31, ""g"": 29, ""r"": 58}",400,NULL,0,0
26862032,32095163,855,NULL,"{""b"": 60, ""g"": 57, ""r"": 183}",112,NULL,0,0
26929762,32095163,834A,NULL,"{""b"": 121, ""g"": 120, ""r"": 216}",90,NULL,0,0
27067004,32095163,276,NULL,"{""b"": 60, ""g"": 117, ""r"": 12}",261,NULL,0,0
27092639,89495731,192,NULL,"{""b"": 22, ""g"": 11, ""r"": 130}",55,NULL,0,0
27126884,27219674,964,NULL,"{""b"": 168, ""g"": 185, ""r"": 142}",193,NULL,0,0
27148778,27219674,3761,NULL,"{""b"": 197, ""g"": 179, ""r"": 152}",168,NULL,0,0
27218501,27219674,221,NULL,"{""b"": 16, ""g"": 17, ""r"": 67}",387,NULL,0,0
27312437,89495731,1705,NULL,"{""b"": 59, ""g"": 48, ""r"": 148}",100,NULL,0,0
27319257,89495731,125,NULL,"{""b"": 191, ""g"": 130, ""r"": 255}",16,NULL,0,0
27336184,27219674,367,NULL,"{""b"": 69, ""g"": 90, ""r"": 67}",231,NULL,0,0
27354178,89495731,341,NULL,"{""b"": 163, ""g"": 170, ""r"": 133}",212,NULL,0,0
27356143,32095163,285,NULL,"{""b"": 128, ""g"": 58, ""r"": 99}",417,NULL,0,0
27451306,89495731,358,NULL,"{""b"": 26, ""g"": 7, ""r"": 2}",223,NULL,0,0
27502265,27219674,3834,NULL,"{""b"": 70, ""g"": 53, ""r"": 84}",84,NULL,0,0
27622191,32095163,480A,NULL,"{""b"": 213, ""g"": 203, ""r"": 245}",5,NULL,0,0
27656500,89495731,357,NULL,"{""b"": 47, ""g"": 18, ""r"": 4}",222,NULL,0,0
27737826,89495731,1032,NULL,"{""b"": 139, ""g"": 117, ""r"": 219}",68,NULL,0,0
27749858,89495731,117,NULL,"{""b"": 212, ""g"": 198, ""r"": 255}",10,NULL,0,0
27855812,32095163,2029,NULL,"{""b"": 87, ""g"": 61, ""r"": 61}",391,NULL,0,0
27875382,89495731,294,NULL,"{""b"": 15, ""g"": 107, ""r"": 90}",169,NULL,0,0
28114006,27219674,3864,NULL,"{""b"": 143, ""g"": 170, ""r"": 187}",430,NULL,0,0
28169248,27219674,20,NULL,"{""b"": 130, ""g"": 140, ""r"": 161}",401,NULL,0,0
28226403,89495731,1205,NULL,"{""b"": 72, ""g"": 72, ""r"": 153}",91,NULL,0,0
28276856,89495731,1028,NULL,"{""b"": 21, ""g"": 20, ""r"": 106}",65,NULL,0,0
28310679,32095163,852,NULL,"{""b"": 139, ""g"": 153, ""r"": 229}",109,NULL,0,0
28381086,27219674,3347,NULL,"{""b"": 76, ""g"": 121, ""r"": 100}",241,NULL,0,0
28385912,27219674,3862,NULL,"{""b"": 45, ""g"": 79, ""r"": 107}",432,NULL,0,0
28445271,27219674,783,NULL,"{""b"": 31, ""g"": 108, ""r"": 161}",325,NULL,0,0
28543120,89495731,124,NULL,"{""b"": 220, ""g"": 166, ""r"": 255}",15,NULL,0,0
28557185,27219674,451,NULL,"{""b"": 111, ""g"": 105, ""r"": 116}",412,NULL,0,0
28575793,89495731,1600,NULL,"{""b"": 163, ""g"": 153, ""r"": 210}",92,NULL,0,0
28579753,32095163,319,NULL,"{""b"": 62, ""g"": 101, ""r"": 23}",267,NULL,0,0
28594421,89495731,182,NULL,"{""b"": 122, ""g"": 128, ""r"": 247}",50,NULL,0,0
28712724,32095163,854,NULL,"{""b"": 78, ""g"": 85, ""r"": 202}",111,NULL,0,0
28750959,32095163,305,NULL,"{""b"": 164, ""g"": 211, ""r"": 233}",439,NULL,0,0
28751639,32095163,352,NULL,"{""b"": 207, ""g"": 208, ""r"": 252}",2,NULL,0,0
28801912,27219674,892,NULL,"{""b"": 81, ""g"": 83, ""r"": 220}",27,NULL,0,0
29036955,32095163,823,NULL,"{""b"": 41, ""g"": 126, ""r"": 141}",198,NULL,0,0
29057192,27219674,3731,NULL,"{""b"": 96, ""g"": 88, ""r"": 179}",48,NULL,0,0
29131024,89495731,414,NULL,"{""b"": 55, ""g"": 69, ""r"": 63}",258,NULL,0,0
29140350,27219674,2,NULL,"{""b"": 169, ""g"": 158, ""r"": 154}",473,NULL,0,0
29282482,32095163,424,NULL,"{""b"": 137, ""g"": 170, ""r"": 215}",426,NULL,0,0
29350959,27219674,799,NULL,"{""b"": 159, ""g"": 123, ""r"": 100}",129,NULL,0,0
29567595,32095163,316A,NULL,"{""b"": 152, ""g"": 191, ""r"": 165}",263,NULL,0,0
29641515,27219674,743,NULL,"{""b"": 54, ""g"": 151, ""r"": 203}",349,NULL,0,0
29826569,89495731,232,NULL,"{""b"": 48, ""g"": 128, ""r"": 57}",130,NULL,0,0
29861425,27219674,453,NULL,"{""b"": 215, ""g"": 211, ""r"": 209}",410,NULL,0,0
29887069,27219674,400,NULL,"{""b"": 18, ""g"": 41, ""r"": 85}",379,NULL,0,0
30192801,27219674,992,NULL,"{""b"": 107, ""g"": 137, ""r"": 92}",201,NULL,0,0
30219683,32095163,270,NULL,"{""b"": 53, ""g"": 205, ""r"": 182}",255,NULL,0,0
30352775,27219674,919,NULL,"{""b"": 12, ""g"": 25, ""r"": 102}",372,NULL,0,0
30464647,89495731,1052,NULL,"{""b"": 6, ""g"": 37, ""r"": 225}",79,NULL,0,0
30566505,32095163,113,NULL,"{""b"": 145, ""g"": 103, ""r"": 228}",8,NULL,1,0
31126178,32095163,165A,NULL,"{""b"": 155, ""g"": 111, ""r"": 34}",335,NULL,0,0
31172224,89495731,626,NULL,"{""b"": 120, ""g"": 34, ""r"": 56}",335,NULL,0,0
31181653,32095163,441,NULL,"{""b"": 107, ""g"": 139, ""r"": 236}",137,NULL,0,0
31210614,32095163,287A,NULL,"{""b"": 101, ""g"": 48, ""r"": 87}",419,NULL,0,0
31304015,27219674,3726,NULL,"{""b"": 84, ""g"": 85, ""r"": 128}",78,NULL,0,0
31322590,27219674,3064,NULL,"{""b"": 70, ""g"": 91, ""r"": 145}",406,NULL,0,0
31418785,89495731,3835,NULL,"{""b"": 210, ""g"": 180, ""r"": 133}",239,NULL,0,0
31474533,89495731,219,NULL,"{""b"": 226, ""g"": 221, ""r"": 160}",120,NULL,0,0
31514952,32095163,813,NULL,"{""b"": 125, ""g"": 111, ""r"": 213}",53,NULL,0,0
31548684,32095163,117,NULL,"{""b"": 86, ""g"": 183, ""r"": 163}",232,NULL,0,0
31578514,32095163,431,NULL,"{""b"": 162, ""g"": 163, ""r"": 221}",57,NULL,0,0
31603386,27219674,3743,NULL,"{""b"": 175, ""g"": 170, ""r"": 185}",100,NULL,0,0
31698842,27219674,3799,NULL,"{""b"": 32, ""g"": 34, ""r"": 34}",481,NULL,0,0
31701373,89495731,486,NULL,"{""b"": 87, ""g"": 78, ""r"": 75}",275,NULL,0,0
31775848,32095163,102,NULL,"{""b"": 198, ""g"": 207, ""r"": 244}",76,NULL,0,0
31919318,27219674,956,NULL,"{""b"": 104, ""g"": 89, ""r"": 214}",31,NULL,0,0
31960802,27219674,902,NULL,"{""b"": 42, ""g"": 39, ""r"": 87}",81,NULL,0,0
32001920,32095163,475,NULL,"{""b"": 101, ""g"": 108, ""r"": 117}",489,NULL,0,0
32027701,27219674,3802,NULL,"{""b"": 56, ""g"": 52, ""r"": 94}",80,NULL,0,0
32060211,89495731,2502,NULL,"{""b"": 100, ""g"": 117, ""r"": 37}",192,NULL,0,0
32118528,89495731,786,NULL,"{""b"": 14, ""g"": 36, ""r"": 94}",395,NULL,0,0
32506041,32095163,107,NULL,"{""b"": 73, ""g"": 39, ""r"": 177}",83,NULL,0,0
32585366,89495731,745,NULL,"{""b"": 35, ""g"": 68, ""r"": 94}",379,NULL,0,0
32586788,32095163,166,NULL,"{""b"": 143, ""g"": 95, ""r"": 13}",336,NULL,0,0
32633164,27219674,796,NULL,"{""b"": 95, ""g"": 52, ""r"": 40}",132,NULL,0,0
32822285,27219674,3712,NULL,"{""b"": 84, ""g"": 82, ""r"": 182}",4,NULL,0,0
32856163,32095163,816A,NULL,"{""b"": 71, ""g"": 33, ""r"": 129}",56,NULL,0,0
32963115,27219674,772,NULL,"{""b"": 172, ""g"": 205, ""r"": 198}",239,NULL,0,0
33042981,27219674,938,NULL,"{""b"": 33, ""g"": 38, ""r"": 43}",427,NULL,0,0
33054891,27219674,701,NULL,"{""b"": 27, ""g"": 62, ""r"": 12}",251,NULL,0,0
33131687,89495731,644,NULL,"{""b"": 95, ""g"": 37, ""r"": 25}",343,NULL,0,0
33235468,27219674,3838,NULL,"{""b"": 151, ""g"": 105, ""r"": 90}",126,NULL,0,0
33322848,32095163,714,NULL,"{""b"": 121, ""g"": 149, ""r"": 160}",466,NULL,0,0
33341664,32095163,432A,NULL,"{""b"": 142, ""g"": 123, ""r"": 192}",58,NULL,0,0
33609164,27219674,3053,NULL,"{""b"": 63, ""g"": 112, ""r"": 106}",278,NULL,0,0
33647758,27219674,3832,NULL,"{""b"": 126, ""g"": 108, ""r"": 222}",15,NULL,0,0
33900583,32095163,637,NULL,"{""b"": 28, ""g"": 57, ""r"": 31}",230,NULL,0,0
34040914,27219674,760,NULL,"{""b"": 105, ""g"": 100, ""r"": 201}",3,NULL,0,0
34056340,27219674,326,NULL,"{""b"": 50, ""g"": 43, ""r"": 140}",44,NULL,0,0
34062398,32095163,286,NULL,"{""b"": 111, ""g"": 51, ""r"": 91}",418,NULL,0,0
34100243,89495731,253,NULL,"{""b"": 104, ""g"": 155, ""r"": 93}",144,NULL,0,0
34160199,89495731,169,NULL,"{""b"": 117, ""g"": 163, ""r"": 255}",42,NULL,0,0
34272444,89495731,758,NULL,"{""b"": 26, ""g"": 61, ""r"": 138}",385,NULL,0,0
34308325,89495731,308,NULL,"{""b"": 71, ""g"": 25, ""r"": 5}",200,NULL,0,0
34314740,32095163,444A,NULL,"{""b"": 56, ""g"": 65, ""r"": 216}",139,NULL,0,0
34339563,27219674,726,NULL,"{""b"": 56, ""g"": 159, ""r"": 200}",344,NULL,0,0
34353064,89495731,514,NULL,"{""b"": 13, ""g"": 104, ""r"": 169}",282,NULL,0,0
34358804,89495731,3041,NULL,"{""b"": 158, ""g"": 161, ""r"": 145}",248,NULL,0,0
34382520,32095163,403,NULL,"{""b"": 64, ""g"": 109, ""r"": 224}",132,NULL,0,0
34401335,27219674,3814,NULL,"{""b"": 81, ""g"": 105, ""r"": 63}",202,NULL,0,0
34471218,89495731,552,NULL,"{""b"": 102, ""g"": 209, ""r"": 247}",303,NULL,0,0
34487622,32095163,297,NULL,"{""b"": 126, ""g"": 237, ""r"": 245}",156,NULL,0,0
34508404,27219674,3708,NULL,"{""b"": 148, ""g"": 138, ""r"": 232}",32,NULL,0,0
34526007,89495731,581,NULL,"{""b"": 56, ""g"": 182, ""r"": 223}",315,NULL,0,0
34526435,32095163,573,NULL,"{""b"": 108, ""g"": 206, ""r"": 224}",182,NULL,0,0
34593543,89495731,421,NULL,"{""b"": 155, ""g"": 176, ""r"": 178}",261,NULL,0,0
34646471,32095163,535,NULL,"{""b"": 108, ""g"": 138, ""r"": 89}",274,NULL,0,0
34669326,27219674,754,NULL,"{""b"": 120, ""g"": 133, ""r"": 189}",389,NULL,0,0
34775327,27219674,3852,NULL,"{""b"": 30, ""g"": 115, ""r"": 158}",323,NULL,0,0
34899639,32095163,772,NULL,"{""b"": 30, ""g"": 169, ""r"": 212}",190,NULL,0,0
34961292,32095163,2536A,NULL,"{""b"": 67, ""g"": 81, ""r"": 10}",277,NULL,0,0
34970691,89495731,738,NULL,"{""b"": 11, ""g"": 30, ""r"": 50}",371,NULL,0,0
34979719,27219674,747,NULL,"{""b"": 169, ""g"": 172, ""r"": 139}",175,NULL,0,0
35112712,32095163,2031,NULL,"{""b"": 160, ""g"": 132, ""r"": 178}",400,NULL,0,0
35145062,32095163,685,NULL,"{""b"": 50, ""g"": 106, ""r"": 107}",210,NULL,0,0
35162161,32095163,632,NULL,"{""b"": 65, ""g"": 135, ""r"": 104}",225,NULL,0,0
35186156,27219674,909,NULL,"{""b"": 57, ""g"": 78, ""r"": 37}",226,NULL,0,0
35234921,27219674,924,NULL,"{""b"": 80, ""g"": 83, ""r"": 68}",189,NULL,0,0
35363887,27219674,209,NULL,"{""b"": 154, ""g"": 111, ""r"": 132}",91,NULL,0,0
35465073,89495731,3705A,NULL,"{""b"": 227, ""g"": 178, ""r"": 110}",234,NULL,0,0
35565949,32095163,366,NULL,"{""b"": 152, ""g"": 198, ""r"": 206}",458,NULL,0,0
35626222,27219674,322,NULL,"{""b"": 135, ""g"": 101, ""r"": 81}",155,NULL,0,0
35658505,32095163,2702,NULL,"{""b"": 19, ""g"": 149, ""r"": 208}",176,NULL,0,0
35870580,27219674,3829,NULL,"{""b"": 26, ""g"": 90, ""r"": 128}",319,NULL,0,0
35950023,27219674,840,NULL,"{""b"": 42, ""g"": 82, ""r"": 106}",455,NULL,0,0
35977366,32095163,773,NULL,"{""b"": 28, ""g"": 146, ""r"": 187}",191,NULL,0,0
35985790,89495731,1035,NULL,"{""b"": 56, ""g"": 38, ""r"": 142}",71,NULL,0,0
36022328,89495731,2072,NULL,"{""b"": 38, ""g"": 108, ""r"": 61}",190,NULL,0,0
36336290,89495731,800,NULL,"{""b"": 255, ""g"": 253, ""r"": 253}",405,NULL,0,0
36469303,27219674,931,NULL,"{""b"": 127, ""g"": 111, ""r"": 92}",164,NULL,0,0
36470824,27219674,18,NULL,"{""b"": 75, ""g"": 136, ""r"": 147}",295,NULL,0,0
36480336,89495731,793,NULL,"{""b"": 99, ""g"": 115, ""r"": 168}",398,NULL,0,0
36565779,32095163,111,NULL,"{""b"": 209, ""g"": 210, ""r"": 248}",87,NULL,0,0
36658442,27219674,963,NULL,"{""b"": 179, ""g"": 176, ""r"": 225}",35,NULL,0,0
36662621,89495731,306,NULL,"{""b"": 102, ""g"": 53, ""r"": 17}",198,NULL,0,0
36713024,32095163,128,NULL,"{""b"": 65, ""g"": 113, ""r"": 191}",432,NULL,0,0
36759356,27219674,972,NULL,"{""b"": 40, ""g"": 116, ""r"": 184}",346,NULL,0,0
36834010,89495731,737,NULL,"{""b"": 13, ""g"": 44, ""r"": 79}",370,NULL,0,0
37009797,32095163,2030,NULL,"{""b"": 44, ""g"": 37, ""r"": 28}",392,NULL,0,0
37062843,89495731,275,NULL,"{""b"": 27, ""g"": 116, ""r"": 70}",155,NULL,0,0
37249451,89495731,111,NULL,"{""b"": 203, ""g"": 231, ""r"": 255}",8,NULL,0,0
37330122,27219674,890,NULL,"{""b"": 34, ""g"": 48, ""r"": 31}",233,NULL,0,0
37383059,27219674,31,NULL,"{""b"": 115, ""g"": 87, ""r"": 97}",115,NULL,0,0
37400820,89495731,247,NULL,"{""b"": 13, ""g"": 59, ""r"": 17}",141,NULL,0,0
37437341,32095163,2035,NULL,"{""b"": 85, ""g"": 70, ""r"": 98}",404,NULL,0,0
37451688,27219674,524,NULL,"{""b"": 87, ""g"": 117, ""r"": 113}",281,NULL,0,0
37483541,27219674,3713,NULL,"{""b"": 187, ""g"": 187, ""r"": 240}",1,NULL,0,0
37525455,89495731,368,NULL,"{""b"": 91, ""g"": 16, ""r"": 0}",231,NULL,0,0
37749686,32095163,2002,NULL,"{""b"": 100, ""g"": 24, ""r"": 165}",96,NULL,0,0
37875677,27219674,3778,NULL,"{""b"": 65, ""g"": 80, ""r"": 156}",392,NULL,0,0
37883000,27219674,834,NULL,"{""b"": 91, ""g"": 167, ""r"": 177}",296,NULL,0,0
37906248,27219674,911,NULL,"{""b"": 88, ""g"": 115, ""r"": 66}",224,NULL,0,0
37946258,27219674,159,NULL,"{""b"": 180, ""g"": 159, ""r"": 157}",146,NULL,0,0
37983238,27219674,3841,NULL,"{""b"": 212, ""g"": 200, ""r"": 179}",151,NULL,0,0
37997431,27219674,828,NULL,"{""b"": 175, ""g"": 178, ""r"": 153}",167,NULL,0,0
38014060,89495731,228,NULL,"{""b"": 86, ""g"": 195, ""r"": 154}",127,NULL,0,0
38024754,27219674,32,NULL,"{""b"": 94, ""g"": 69, ""r"": 77}",116,NULL,0,0
38042223,27219674,34,NULL,"{""b"": 78, ""g"": 50, ""r"": 107}",73,NULL,0,0
38103025,32095163,155,NULL,"{""b"": 68, ""g"": 72, ""r"": 61}",484,NULL,0,0
38155654,27219674,3051,NULL,"{""b"": 48, ""g"": 71, ""r"": 61}",280,NULL,0,0
38220742,32095163,684,NULL,"{""b"": 72, ""g"": 138, ""r"": 133}",209,NULL,0,0
38276563,32095163,344,NULL,"{""b"": 45, ""g"": 38, ""r"": 189}",103,NULL,0,0
38364325,89495731,794,NULL,"{""b"": 62, ""g"": 82, ""r"": 137}",399,NULL,0,0
38419033,27219674,30,NULL,"{""b"": 137, ""g"": 111, ""r"": 122}",114,NULL,0,0
38484397,27219674,3816,NULL,"{""b"": 108, ""g"": 138, ""r"": 107}",210,NULL,0,0
38545314,32095163,152A,NULL,"{""b"": 150, ""g"": 164, ""r"": 162}",480,NULL,0,0
38649595,27219674,304,NULL,"{""b"": 41, ""g"": 37, ""r"": 121}",13,NULL,0,0
38680862,32095163,328,NULL,"{""b"": 56, ""g"": 105, ""r"": 21}",252,NULL,0,0
38715413,89495731,583,NULL,"{""b"": 21, ""g"": 141, ""r"": 191}",317,NULL,0,0
38726181,32095163,147,NULL,"{""b"": 27, ""g"": 78, ""r"": 200}",155,NULL,0,0
